Gene	CTL_1	CTL_2	TGFb_1	TGFb_2
HOMER1	156.699	140.0234	199.2068	148.3563
LOC653198	89.59039	73.82964	113.8877	88.24287
LOC729025	88.10765	94.02349	111.992	91.89857
DAAM1	323.7181	311.8771	411.4167	443.705
SRRD	433.0876	262.7741	550.3824	404.813
HS.564315	88.6049	90.88925	112.5967	98.17519
HS.538708	84.73059	84.67924	107.6695	81.85826
HS.561454	88.67172	92.74797	112.6633	82.34546
SENP8	95.66374	91.38075	121.5407	95.63434
HS.578700	83.56776	87.86411	106.171	81.12287
HCRTR1	82.53159	79.58077	104.8502	63.32469
TPPP2	78.82169	95.09527	100.1225	86.56594
HS.23725	76.82587	78.8764	97.58598	74.27022
HS.565535	76.25622	80.37714	96.86205	74.81555
AFP	102.4042	93.99019	130.0641	81.80444
RTDR1	76.63847	95.03745	97.3378	80.03596
HS.274878	94.14957	105.3649	119.4975	97.54818
HS.545220	102.3547	101.5075	129.9117	84.8205
HS.171984	94.69071	91.30799	120.1652	78.28201
MT1G	397.2297	318.0418	504.066	530.2783
HS.543062	86.50549	86.78015	109.7405	113.383
FLJ41841	79.32476	85.67406	100.6117	65.41076
HS.128708	120.9242	113.1936	153.3653	107.4302
ZFP36L1	3377.797	2966.482	4283.694	5034.082
FMR1	84.75298	81.63407	107.4794	76.84551
C1ORF126	81.44628	82.21011	103.2821	78.35196
LOC651115	77.12378	83.69725	97.77583	98.6056
TINAGL1	148.0869	115.2093	187.6485	172.4534
HS.582560	97.33761	98.69354	123.3342	101.1454
OR4X2	73.85254	80.43517	93.56186	80.96204
CD3EAP	178.3957	160.0332	225.956	187.4175
MMP14	254.5275	236.1892	322.3505	328.9381
HS.560267	95.37605	94.61092	120.7644	90.2468
LOC653353	87.47325	76.5423	110.7576	82.29353
HS.415131	96.10024	93.02802	121.6516	90.78114
LOC652510	84.07978	77.4044	106.4292	90.3891
HS.303103	99.98452	107.4895	126.5575	119.8432
HS.565905	96.43945	99.07219	122.0591	94.08768
C10ORF47	639.3512	586.2595	809.1777	910.6597
HS.561347	75.64721	74.54604	95.72599	72.63413
LGALS9C	65.30926	71.41016	82.63691	70.19327
HS.561239	83.86575	79.99728	106.1005	72.09238
LOC441792	89.02514	77.32949	112.6154	72.55679
CALB2	1793.262	1584.405	2267.256	2102.412
NKX3-1	626.1708	540.2729	791.6645	733.029
PTPN20A	68.14039	77.43414	86.14021	96.3307
LOC132706	83.9676	95.51212	106.1209	82.45913
HS.254521	91.63618	81.76447	115.8098	93.56182
LOC134466	84.16689	98.55186	106.3686	94.03892
CDC42SE1	329.8676	270.4532	416.8559	424.9871
LOC652747	86.5239	96.54108	109.324	105.1762
HS.352469	102.8649	97.09737	129.966	89.47787
HS.562943	109.4174	97.02969	138.2309	98.64398
CALML6	80.07577	83.38478	101.1449	84.50077
RSPO1	72.89515	80.6302	92.07484	87.7021
LOC653618	95.37336	108.3001	120.4581	92.14334
LOC731670	112.9603	97.1811	142.6217	87.76804
NPM3	2628.131	2400.39	3317.557	2490.957
HS.576681	107.4112	129.4137	135.5838	127.0105
HS.281924	89.54945	84.73859	113.028	87.53157
PLAUR	2674.662	2015.492	3375.862	3448.418
HS.244777	95.59828	95.88691	120.6234	83.5155
HS.552917	104.4728	106.9033	131.8162	109.15
LOC653899	96.64033	96.98528	121.9286	90.60679
LOC650418	92.17155	93.71604	116.2674	80.80038
HS.445139	89.22536	93.29504	112.5449	96.23475
LOC645088	90.34364	88.96627	113.9507	88.13224
HS.127100	100.4012	96.40031	126.6296	105.3692
ARG2	397.7443	309.2202	501.5056	421.1936
UBE2NL	82.34238	96.3224	103.8203	80.93647
LOC644431	94.74313	106.8985	119.4389	93.9056
OSBP2	198.1794	165.7782	249.8216	224.7673
JUNB	719.9239	500.4587	907.3909	1036.361
DDHD1	102.9179	96.04601	129.7045	103.9202
CNKSR2	105.7033	110.34	133.1884	84.87814
HS.578264	80.64056	88.38914	101.5898	92.08723
KIAA1486	99.85851	76.53603	125.7686	88.03651
TREM2	85.66003	92.32781	107.8824	89.98605
HS.544030	95.98389	93.48045	120.8806	91.95627
GLRA2	82.79599	77.73307	104.271	79.90949
FAM83A	203.5713	211.7701	256.3492	256.0514
LOC650840	117.4621	130.9892	147.9129	115.3433
HS.538610	76.18474	92.82407	95.93177	96.88957
HS.542293	74.17583	76.52819	93.39959	78.49668
SNX29	236.3625	267.8554	297.6106	268.2996
HS.132481	83.46706	79.27032	105.0947	86.97771
HS.547825	79.60374	89.23838	100.2242	92.31712
SH2D1B	86.53673	82.65242	108.9394	83.09586
GPR61	74.52315	80.13635	93.79743	84.68971
ZNF766	87.13596	95.37223	109.6357	102.2059
LOC402569	92.74395	79.09583	116.6873	101.7012
LOC654249	102.7688	93.19917	129.2876	93.13519
SLC45A2	86.96061	83.67897	109.3738	83.18098
C15ORF57	299.765	251.3155	376.9762	353.4921
HS.541003	86.43148	88.67528	108.6935	92.7877
HS.573855	87.55066	85.34766	110.0723	78.26089
LOC206227	79.30228	78.32115	99.68197	69.7786
C20ORF123	88.89064	73.58817	111.7249	66.41366
SNTG2	98.78521	105.4893	124.1587	106.3487
HS.567011	116.3238	103.0477	146.1895	107.0296
LOC440313	88.4814	102.664	111.1947	93.44928
HS.331210	120.9994	111.3593	152.0557	108.1364
HS.543496	93.15051	81.50766	117.0342	84.9324
HS.564548	88.99561	95.21447	111.796	82.01054
HS.545041	100.8881	87.36917	126.7266	85.42579
HS.570348	97.20708	88.80513	122.0841	89.2234
HS.543054	105.8997	95.5106	132.9991	103.4538
GJB7	91.36691	82.95912	114.7224	93.53532
SPRR4	95.6198	96.30406	120.062	94.51829
ABHD1	83.57527	95.69205	104.9356	95.44036
IRX6	84.34327	85.00884	105.8938	92.68317
FAM110C	90.39841	76.87975	113.4891	100.5141
HS.364441	99.96973	106.3546	125.5051	113.996
TSGA10IP	92.90128	96.2033	116.5967	91.76453
NPC2	28956.59	30448.63	36342	38406.64
NP	2906.171	2382.853	3647.32	3732.984
CCL4	82.88125	91.62158	103.9993	82.50862
SLC20A2	276.0569	246.1827	346.3816	322.8819
OR52N2	102.3592	101.624	128.4073	106.4571
LOC283788	83.42739	83.42066	104.6313	72.07809
FLJ23356	74.96059	94.61525	94.00921	80.37796
LOC730076	77.53854	77.88425	97.2385	79.75381
HS.584632	90.43338	99.15423	113.4068	82.46143
HS.538931	74.41054	67.13303	93.31233	65.54404
HS.460574	86.37138	76.95197	108.2881	89.45558
LOC649458	87.63132	88.60121	109.8658	84.16442
RBPJ	1220.282	1191.454	1529.77	1793.55
ADCY4	83.8663	80.90483	105.1325	76.90713
FLJ27255	80.65375	85.17049	101.0978	90.63655
DHRSX	117.2417	98.15694	146.9557	103.9135
HS.541883	93.7702	76.48018	117.534	77.29477
AOX1	582.3931	454.2934	729.8583	726.1019
LOC649167	87.88891	79.93201	110.1413	92.67033
UNC5CL	88.69073	89.55933	111.1454	71.66216
HS.564077	80.28824	87.82269	100.5909	67.74252
HS.546224	76.48734	83.48988	95.79863	77.80893
EDIL3	188.9833	188.6133	236.6747	244.9261
HS.581222	89.85114	111.4623	112.515	89.19124
HS.555208	108.7683	97.35507	136.196	92.32473
LOC643069	112.613	90.50031	141.0037	103.7644
LOC90624	233.4705	280.5407	292.3088	264.1503
KBTBD5	85.85263	70.10756	107.4856	72.97833
HS3ST3B1	106.7133	99.35631	133.5859	97.37774
HS.211737	89.98143	87.75935	112.6285	84.45843
HS.252956	85.75993	85.05856	107.3186	80.43298
SOST	106.661	100.9978	133.4626	121.4343
HS.152655	99.15702	98.2096	124.0679	107.6845
LOC643318	87.89127	89.14565	109.9307	94.16884
HS.143937	114.4887	105.8851	143.1941	118.3754
HS.576084	87.11218	96.94756	108.9433	94.66066
HS.565522	79.5914	79.83126	99.516	74.77975
RBMY2FP	92.57722	79.90108	115.7384	98.44489
METTL9	168.6636	197.1016	210.8287	188.6054
LOC652578	84.6779	78.64832	105.8386	79.73379
SNORD42B	124.2656	110.2056	155.3106	96.10463
HS.539982	95.80134	100.9553	119.7318	92.58266
HS.259391	86.55733	106.4799	108.1728	86.28562
NEDD4	530.5361	401.6649	662.975	574.1046
HS.259304	93.16447	85.3543	116.4173	92.812
RCOR1	96.81303	88.23851	120.9683	84.65606
TRQ1	207.2831	224.1263	258.9611	171.6126
AKAP12	170.4869	138.8469	212.9847	222.043
LOC399898	83.52605	88.71981	104.3465	96.44009
TCL1A	74.54201	89.03006	93.117	79.87811
HS.565823	72.78782	104.659	90.9109	74.79965
CAMKV	92.80505	84.25923	115.906	67.8576
HS.542995	95.51172	77.50783	119.2864	84.84538
HS.440533	87.02843	95.7869	108.6772	98.22803
CPN1	104.3739	90.01736	130.3309	78.89431
HS.355102	78.23851	74.27236	97.68769	86.53915
LOC644689	105.6929	106.7344	131.9576	97.39342
HS.577215	78.645	83.1399	98.18168	83.51942
HS.396327	76.93718	76.541	96.03595	84.82903
HS.147485	83.2067	79.56542	103.8615	82.34363
DNAH12L	99.02597	96.61849	123.5943	95.52144
LSAMP	103.1112	112.9003	128.6677	97.72719
CUBN	147.993	136.4663	184.6732	181.9544
MYF5	91.00529	99.55654	113.556	93.23396
HS.553479	85.67381	82.08125	106.8923	91.92841
HS.60764	94.17992	81.87965	117.4999	101.5465
HS.571044	78.90952	90.19198	98.44497	76.69136
C8ORF22	94.12395	87.88115	117.4241	84.0621
KCNE4	81.67439	84.46938	101.8856	84.7569
HS.540826	90.50337	85.29348	112.8848	82.70296
LOC400942	97.76118	104.4394	121.9257	89.8993
LOC388255	80.39156	94.57077	100.2578	77.11426
VCX	73.15701	71.32856	91.23169	66.94434
HS.543708	97.44226	93.77229	121.5149	81.96848
FLJ32867	95.03226	89.09303	118.5013	91.78554
HS.582339	74.20376	86.12263	92.51117	74.65511
HS.571574	81.46947	99.62539	101.569	84.25767
SYNPO	78.85635	76.27257	98.30933	84.13391
HS.533846	76.26918	72.77265	95.08384	78.00105
SLC38A11	85.28531	85.91	106.3057	69.36815
HS.576444	94.82478	96.89727	118.191	103.1403
MGC4677	5700.68	4781.287	7105.263	6367.833
HS.384594	85.14387	77.50088	106.122	84.51073
CDX2	80.33848	68.50906	100.1288	78.51115
HS.134829	92.22987	91.601	114.9311	83.65392
HS.569156	83.89187	92.94022	104.5259	72.77916
HS.520328	101.8953	105.0019	126.911	101.6877
HS.322859	79.64626	67.34447	99.19013	80.02622
LOC399706	74.73447	86.77288	93.07192	75.9774
GABRA3	74.23992	93.27303	92.44948	79.15525
HS.125695	104.1955	100.1123	129.7289	92.39067
HS.126814	86.59006	92.18787	107.7999	87.58643
HS.130964	78.79591	73.48456	98.09311	77.50624
HS.575253	87.73725	74.58867	109.1945	85.88136
HS.519832	87.13058	84.61702	108.4354	87.46664
MAPKAP1	737.7938	548.3595	918.165	785.0875
HS.562452	93.55487	76.54628	116.4052	92.89037
LCN1	81.89135	97.31686	101.8731	91.39223
LOC641972	95.39374	89.4669	118.6635	105.5738
TTTY12	77.76762	90.38628	96.73592	75.666
HS.161147	87.87061	94.06612	109.2797	78.61369
C1ORF167	87.35285	89.47395	108.5992	99.33057
HS.561954	101.2926	99.93352	125.9134	103.4749
HS.544988	81.76014	82.22906	101.628	86.0517
TCHH	125.5883	109.0341	156.1054	118.7784
LOC642804	91.19904	75.74603	113.3242	90.63007
MYH7B	74.56024	84.85416	92.64599	84.42663
HS.194912	88.71994	81.8952	110.2266	100.4753
HS.290255	91.1385	88.23182	113.2157	94.2937
HS.519477	80.24549	84.85714	99.67878	96.49429
C4ORF39	125.2598	122.0359	155.5875	135.8417
HS.578010	89.01241	73.9887	110.5248	87.12505
FLJ46838	100.1729	103.5126	124.3589	103.4426
HS.577859	76.44952	86.91122	94.90501	85.41936
PNLIP	91.46256	74.12068	113.5352	76.07527
HS.335004	104.5618	109.7403	129.7916	99.67137
HS.544129	82.28799	80.04047	102.1402	85.33615
HS.558031	82.61025	94.31246	102.5336	92.68159
HS.564150	98.3251	90.39523	122.0179	79.78805
C17ORF73	127.5577	136.5284	158.2802	130.4941
PORCN	163.6093	151.9814	203.0048	154.3868
HS.437005	93.25169	86.70392	115.6906	64.76025
HS.563795	89.41009	100.3271	110.9179	100.5666
LOC440104	86.03874	84.27435	106.7334	78.41616
TIAM2	151.148	148.8451	187.4921	181.3926
LOC652155	82.99966	94.96278	102.9545	73.05332
C6ORF195	90.8613	103.0876	112.7011	96.95388
OR4K5	85.67744	82.19932	106.2571	85.98421
HS.566368	94.10559	96.76561	116.7075	82.5127
KRT1	93.71404	82.16321	116.216	82.17921
SUNC1	280.8148	218.4883	348.1894	302.0042
HS.150487	95.12962	96.54333	117.9279	93.34019
LOC642718	99.78849	110.8968	123.6939	91.5781
HS.181536	93.39215	101.6861	115.7576	100.5459
TAGLN2	3846.758	3222.083	4767.348	4966.028
HS.276444	91.13237	95.82951	112.9355	82.82073
IL8RA	79.31557	80.59296	98.28806	81.1272
PCP4L1	83.16403	80.78429	103.0554	72.3615
HS.575519	84.05171	88.45744	104.154	87.22605
GLYATL2	83.25773	86.08872	103.1568	85.48879
LOC730952	79.54684	74.75375	98.54441	65.74392
FGF10	93.40202	77.87849	115.6884	84.72786
HS.560497	83.18264	102.4015	103.0265	78.97966
HS.540247	100.2228	95.87379	124.1279	98.35348
SLCO1B1	85.13814	86.58453	105.4358	84.11291
HS.519750	90.53516	91.46052	112.1138	90.87297
LOC650154	64.72692	79.14434	80.13649	78.29287
HS.460758	79.08649	77.58269	97.90929	80.22632
HS.544832	87.35323	84.15044	108.139	78.69774
ANKS4B	86.45001	68.95499	107.0059	70.38448
LOC730953	91.96463	98.94835	113.8228	85.50042
LOC399978	98.87704	72.35526	122.3746	109.7514
GADL1	94.04188	93.61529	116.3831	90.16483
LOC644413	77.91656	77.93127	96.42505	88.47085
HS.290805	97.29934	96.04897	120.404	92.76037
HS.563999	82.07308	79.49567	101.5476	81.28687
HS.574596	100.4297	117.2391	124.2595	113.1926
PHLDB1	1078.066	1073.973	1333.833	1342.274
HS.568626	92.09953	84.85822	113.9272	92.31726
HS.542971	79.84459	90.30101	98.75868	82.91145
HS.555123	96.55854	110.4943	119.4206	105.4985
OR9A2	94.43736	94.91614	116.766	89.93976
LOC644120	101.2329	102.8338	125.1608	109.7892
FBXO36	80.52188	86.5308	99.54749	73.16257
HS.333675	84.88593	89.98431	104.9422	82.13763
HS.540514	96.48938	97.15296	119.286	89.26604
HS.541802	93.68919	98.94057	115.8209	77.55672
PDLIM7	491.4894	442.6915	607.412	617.4587
HS.382016	92.61023	74.64841	114.453	78.88914
HS.148448	97.69793	103.9612	120.7317	94.49202
HS.144714	96.63932	117.5869	119.4195	100.6134
CTGF	9609.899	9274.109	11872.45	9933.881
LOC647888	81.56947	92.23631	100.7704	87.02605
APBB2	318.064	269.7429	392.7811	461.7167
ESPNP	83.37641	92.69071	102.9436	69.95006
CHAC2	243.0195	157.5999	300.0299	196.6369
HS.571245	246.6761	179.9505	304.5152	240.6877
LOC387882	4206.393	3456.592	5192.464	4541.386
HS.336475	74.56654	80.86996	92.04561	79.09679
HS.372989	98.05531	94.95068	121.033	90.42325
HS.550408	108.0778	88.02361	133.4	109.2823
HS.551391	74.55444	79.8306	92.02033	78.1103
HS.575356	79.8215	80.09059	98.51937	99.54626
LOC731658	273.0468	274.3421	336.856	387.0555
SPIB	98.66224	88.56157	121.7065	97.0761
HS.156973	82.80923	79.51147	102.1321	68.34546
HS.145721	85.43362	82.23972	105.3683	81.04864
HS.538449	79.88332	76.79917	98.52285	64.48785
HS.333764	88.56067	89.19012	109.2105	91.13225
IL32	296.3487	247.824	365.4116	327.2761
HS.579914	96.76714	89.82794	119.3073	91.06129
LOC648189	155.029	146.9564	191.1317	202.0679
MRC2	108.4718	97.78989	133.7274	114.3261
SLC8A1	83.87262	87.91325	103.396	78.96224
STAC3	88.15948	82.45876	108.6468	93.31133
LOC345222	89.84139	88.15143	110.7087	89.94411
BPI	92.06542	84.22293	113.4464	88.58447
MAP1LC3B	2554.814	1903.819	3147.652	2414
FAM75A2	76.56435	84.08459	94.32649	72.46358
LOC728066	78.10837	84.11011	96.21674	86.68039
SERPINA7	91.05018	82.37252	112.1574	88.32801
HS.527387	76.6047	67.93291	94.36151	73.0108
LOC642830	96.4809	72.18258	118.8407	77.8532
SMURF2	210.9738	213.0724	259.8519	276.6584
LOC441843	101.6598	100.7005	125.2106	90.74754
HS.186403	88.22881	92.17961	108.6501	94.01549
HS.145993	93.55896	88.33649	115.2097	79.99116
FXYD4	72.06554	67.96093	88.72762	69.22561
APOBEC2	87.99496	89.33857	108.3253	78.36878
HS.542601	73.65641	72.02315	90.66025	86.23833
LOC647347	80.83028	85.36338	99.47833	67.41505
HS.565391	80.81622	81.04425	99.45938	70.56946
MYT1	77.28529	74.9594	95.10868	74.82616
VTCN1	65.70181	83.07452	80.84945	76.92854
HS.578795	82.83634	93.31675	101.9206	89.89379
HS.542609	99.93333	101.678	122.9559	100.1255
XKRX	92.53941	78.93816	113.8568	89.01375
HS.421720	82.71796	59.45158	101.7708	97.53445
FLJ43752	95.99454	116.9268	118.1014	86.78236
HS.310020	85.57937	91.58488	105.2697	85.19579
LOC650812	82.19608	69.25134	101.1076	76.50716
HOMER2	278.4095	282.9306	342.4603	282.3656
SYNGR2	106.9539	78.86954	131.5548	103.8521
HS.576880	74.58177	78.97257	91.72353	84.23204
HS.552199	85.05026	84.41048	104.5931	80.84294
ALOX5AP	191.4859	146.1289	235.4517	173.4548
HS.543817	90.3438	90.42374	111.0773	72.5359
HS.101433	85.89816	88.00226	105.6045	91.51764
FOXF2	231.382	202.843	284.4625	234.6488
LOC647461	79.3369	71.25382	97.52926	70.83601
UGT1A5	86.68915	78.36301	106.5621	81.25688
HS.196134	79.49316	95.74694	97.69843	91.34845
MEOX2	89.42228	84.50217	109.8995	78.88619
HS.542216	83.66813	93.2335	102.827	88.77153
HS.559906	76.15839	86.75852	93.59669	81.4558
LOC646296	101.9212	98.04	125.2516	106.6672
HS.438486	67.10192	95.02612	82.46149	82.33138
HS.569406	80.23836	73.17684	98.6037	72.61054
HS.131114	88.26137	85.97595	108.4605	82.59927
HS.575832	81.33583	87.35016	99.94031	92.78372
SYNPO2L	84.78893	92.90957	104.175	75.88651
HS.564024	82.3037	81.90758	101.11	80.45737
ZNF695	98.6219	87.95075	121.1398	74.13149
HS.212477	83.64911	87.37715	102.7462	69.90075
LOC644621	96.13364	109.4098	118.0747	109.436
HS.543106	93.96176	99.25689	115.401	102.1407
HS.538396	94.33866	91.9616	115.8507	97.53294
HS.150688	77.97617	67.11404	95.74847	77.39245
HS.555197	88.88704	87.3396	109.13	83.06538
HS.560786	84.03264	92.42024	103.1537	74.25969
LOC646580	86.20049	108.162	105.8123	91.72042
HS.567081	93.05002	91.78245	114.2102	89.51836
TSPAN2	77.34329	82.12484	94.93113	80.80482
LOC647862	88.8645	98.52968	109.0679	81.60548
C1ORF59	87.92901	75.44847	107.9128	78.8092
HS.580899	86.06811	91.44342	105.6267	97.2422
GBP7	93.11118	104.202	114.254	107.2278
GALNT7	81.94525	84.62725	100.5442	79.19713
SNAP23	575.1421	455.9825	705.6419	703.5405
RBMS3	148.842	134.5019	182.5843	175.1238
LOC442597	321.6455	257.1735	394.5326	306.826
SLC44A1	1439.669	1563.746	1765.897	1800.895
LOC727987	95.0311	97.43816	116.5643	73.13984
HS.443361	79.64708	80.16235	97.68633	94.55467
SHH	127.8322	126.265	156.7778	121.0006
HS.278098	102.9849	89.99931	126.3034	108.5056
HS.411472	80.09009	81.71598	98.22365	80.13909
MMP8	81.74747	86.22337	100.2539	72.27752
HS.334192	85.72309	95.97083	105.1279	93.63536
KIAA0562	267.7939	268.791	328.4008	249.7661
COL23A1	94.49772	107.1514	115.8831	109.152
HS.518090	106.5403	85.79579	130.6446	90.06989
LOC642966	83.27402	72.05099	102.0927	95.92239
TMEM1	195.3384	179.2385	239.4466	193.6403
LOC401101	91.58849	99.64459	112.2476	74.65911
HS.564428	93.99393	88.44313	115.1909	82.00204
HS.559248	91.07059	96.7531	111.602	78.58986
HS.545361	85.20249	87.59876	104.4049	85.1153
HS.201511	78.65384	74.42872	96.38008	98.5243
C20ORF175	114.3575	100.0421	140.1172	101.2403
CLEC3A	86.41916	95.39282	105.8838	96.21527
LOC643717	87.49197	78.04755	107.1929	86.48044
HS.576694	83.99605	83.17564	102.8996	81.93604
HS.571831	74.02646	80.89317	90.68599	86.30128
BLOC1S3	97.91016	83.36958	119.942	79.89532
HS.574007	82.85064	82.61195	101.4904	82.37381
CLIC3	333.2953	465.4523	408.2801	558.5728
SLC7A7	255.7834	263.2113	313.3141	349.2776
HS.132448	87.89806	83.28208	107.667	100.7446
FLJ14213	259.3443	280.881	317.666	418.6818
HS.132541	89.11804	84.46698	109.1411	80.41122
JARID1D	80.40495	84.40597	98.46279	79.64071
HS.314458	102.3777	109.5283	125.3508	89.91231
G0S2	945.7986	554.6692	1158.021	804.0815
CMA1	90.10195	84.58101	110.312	79.40314
SFTPC	101.3295	101.9259	124.0544	94.00871
LOC646482	103.2034	110.623	126.3394	94.09969
LOC651122	101.7612	98.45882	124.5728	101.2618
METTL2B	129.8068	125.8908	158.8958	129.5063
LOC646280	86.61118	107.1992	106.0051	118.2257
C12ORF44	1871.458	1654.877	2290.465	1664.341
HS.563538	80.01932	82.11741	97.93066	82.43535
CHST11	83.43375	90.8532	102.1087	89.24055
HS.550384	84.41052	96.01579	103.3008	80.24249
HS.578794	88.66293	88.48517	108.4984	99.6904
LOC442132	78.05851	76.67259	95.52097	79.60085
TBC1D26	92.16763	85.91997	112.7661	76.70406
PCDHGB3	83.55984	88.83092	102.2103	85.26688
LOC650919	87.96644	87.06705	107.5986	88.34275
ABCB11	98.44303	116.5868	120.407	103.7439
C1QTNF5	110.1356	102.3168	134.7074	119.0813
VEPH1	103.2592	120.8952	126.2964	103.8092
ZNF135	83.87206	92.10411	102.5815	75.64159
HS.519234	79.08757	87.26656	96.71391	82.43644
CLCA3	102.3167	91.00053	125.1114	98.33879
CALCR	90.9977	85.89486	111.268	84.84486
HS.543352	92.6371	81.39186	113.2573	77.1209
HS.555462	89.66803	100.5173	109.6272	91.60468
HS.97740	87.16446	110.0057	106.5604	81.70886
HS.435748	73.85937	69.26779	90.29079	66.85463
MYO18B	86.94536	94.46526	106.2805	88.80067
AXUD1	1806.438	1477.964	2208.152	1495.918
HS.565917	93.41737	96.24154	114.1908	96.14579
HS.557748	93.89432	88.34765	114.7564	90.83302
CCR9	89.96714	71.39435	109.9516	85.47534
HS.537804	80.46375	101.2592	98.33605	90.78655
LOC653333	103.8126	110.2032	126.8418	103.1844
HS.149024	88.7934	92.5144	108.4879	79.24144
HS.496552	94.29107	94.0346	115.1971	98.93245
CFHR5	78.14765	78.45364	95.47213	77.68597
LOC441126	170.3619	157.6587	208.1281	158.8109
HS.578915	102.4058	112.2586	125.1067	103.3413
HS.437660	84.36337	83.69904	103.0643	66.79942
HS.564543	79.89246	97.64463	97.58926	88.83331
ACE2	86.79939	94.25567	106.0226	72.86662
HS.540598	88.9306	74.5217	108.6177	73.93414
HS.207481	78.03353	81.31799	95.30494	80.52233
LOC651589	91.52614	97.0201	111.766	84.6006
YPEL2	328.1807	359.9025	400.7478	512.1701
HS.545835	84.66318	75.81635	103.3759	75.28392
MTMR1	113.5579	106.4951	138.6569	118.3782
MUC17	80.55589	85.53487	98.34899	78.95258
HS.564831	95.90424	100.7798	117.0788	103.927
GPRC6A	100.7731	88.82979	123.022	93.50999
GJD4	87.58163	85.0718	106.909	95.57498
LOC652156	80.35907	92.62157	98.08403	87.05347
HIST1H2BN	111.1936	104.208	135.7113	114.8397
C5ORF4	134.2676	122.5557	163.8703	239.449
HTRA1	539.2839	635.327	658.1345	1340.074
ARFIP2	80.65205	98.0144	98.4159	70.89865
HS.134210	92.00403	93.53458	112.2656	86.65652
HS.562681	85.05009	99.88686	103.7789	88.60236
KRTAP10-11	118.8602	111.3462	145.0323	105.7491
SLC31A2	1525.102	1261.319	1860.825	1896.624
LOC151234	87.20663	92.44778	106.3989	78.63822
SLC35E4	181.9205	148.266	221.9557	198.0779
MRGPRX3	91.97397	88.12505	112.2127	94.01492
AUTS2	77.19662	80.68981	94.1775	81.6889
HS.541506	137.6598	133.2338	167.9344	111.0519
STEAP3	505.0713	492.4773	616.1253	674.6213
HS.245720	88.83378	79.78419	108.3593	105.6046
HS.562383	82.09917	92.59813	100.1431	70.50959
LOC653061	89.80499	81.53563	109.5408	83.87978
HS.407621	76.71995	84.51473	93.57881	80.39878
LOC648302	107.4166	102.716	131.0194	96.1625
OR5M3	84.99715	82.37138	103.6682	92.87084
NRXN1	75.82735	78.22192	92.44846	73.60581
HS.562146	91.06962	85.48733	110.9957	85.45594
HS.545460	88.9588	98.49909	108.4165	103.6443
